ABN|FundName|USI|ProductName|ContributionRestrictions|From|To
29944690390|P A HIND PRIVATE ALLOCATED PENSION|29944690390001|P A Hind Private Allocated Pension|N|2013-07-01|9999-12-31
30036589760|The Trustee for PINEVIEW SUPERANNUATION FUND|30036589760001|Pineview Superannuation Fund|N|2016-01-29|9999-12-31
30056946388|The Trustee for SPORRAN MOLLY PTY LTD SUPERANNUATION FUND|30056946388001|Sporran Molly Pty Ltd Superannuation Fund|N|2019-06-17|9999-12-31
30099320583|The Trustee for AMG SUPER|AUS0001AU|Freedom of Choice Superannuation - A division of AMG Super|N|2018-11-01|9999-12-31
30099320583|The Trustee for AMG SUPER|AUS0025AU|Freedom of Choice Pension - A division of AMG Super|Y|2018-11-01|9999-12-31
30099320583|The Trustee for AMG SUPER|ETL0196AU|Emplus - a division of AMG Super|N|2018-06-01|9999-12-31
30099320583|The Trustee for AMG SUPER|ETS0002AU|Freedom of Choice Pension - A division of AMG Super|Y|2018-11-01|9999-12-31
30099320583|The Trustee for AMG SUPER|ETS0003AU|Freedom of Choice Superannuation - A division of AMG Super|N|2018-11-01|9999-12-31
30099320583|The Trustee for AMG SUPER|ETS0009AU|Freedom of Choice Superannuation - A division of AMG Super|N|2018-11-01|9999-12-31
30099320583|The Trustee for AMG SUPER|ETS0010AU|Freedom of Choice Pension - A division of AMG Super|Y|2018-11-01|9999-12-31
30099320583|The Trustee for AMG SUPER|FOC0001AU|Freedom of Choice Superannuation - A division of AMG Super|N|2018-11-01|9999-12-31
30099320583|The Trustee for AMG SUPER|FOC0004AU|Freedom of Choice Superannuation - A division of AMG Super|N|2018-11-01|9999-12-31
30099320583|The Trustee for AMG SUPER|PTC0133AU|AMG Super|N|2013-07-01|9999-12-31
30127423754|THE BRENDA PAULINE RAY PRIVATE SUPER FUND|30127423754001|The Brenda Pauline Ray Private Super Fund|N|2013-07-01|9999-12-31
30152006147|The Trustee for THE STATE BANK SUPERSAFE APPROVED DEPOSIT FUND|30152006147245|The State Bank SuperSafe Approved Deposit Fund|Y|2013-07-01|9999-12-31
30170532683|DAN ELLERINGTON & ASSOCIATES PTY LTD SUPER FUND|30170532683001|Dan Ellerington & Associates Pty Ltd Super Fund|N|2013-07-01|9999-12-31
30170590901|Andrew B Macmillan Superannuation Fund|30170590901001|Andrew B MacMillan Superannuation Fund|N|2013-07-01|9999-12-31
30209739491|THE PONTELANDOLFO FAMILY SUPER FUND|30209739491001|The Pontelandolfo Family Super Fund|N|2013-07-01|9999-12-31
30325521598|D E & M R DAVEY PRIVATE SUPERANNUATION FUND|30325521598001|D E & M R Davey Private Superannuation Fund|N|2013-07-01|9999-12-31
30391967805|D & A CALLISTO PRIVATE SUPER FUND|30391967805001|D & A Callisto Private Super Fund|N|2013-07-01|9999-12-31
30413356071|The Trustee for JETOTEN PROVIDENT FUND|30413356071001|Jetoten Provident Fund|N|2013-07-01|9999-12-31
30428433983|The Trustee for Jennifer Heath Super Fund|30428433983001|Jennifer Heath Super Fund|N|2013-07-01|9999-12-31
30441969904|D A GARDE PRIVATE PENSION FUND|30441969904001|D A Garde Private Pension Fund|N|2013-07-01|9999-12-31
30566716994|The Trustee for Wait Family Superannuation Fund|30566716994001|Wait Family Superannuation Fund|N|2015-08-18|9999-12-31
30581423560|THE SUMNER SUPERANNUATION FUND|30581423560001|The Sumner Superannuation Fund|N|2013-07-01|9999-12-31
30659147731|JAYMAR SUPERANNUATION FUND|30659147731001|Jaymar Superannuation Fund|N|2013-07-01|9999-12-31
30673737677|THE TRUSTEE FOR THE MR & BM PEAKE SUPER FUND|30673737677001|MR & BM Peake Super Fund|N|2016-01-29|9999-12-31
30695468417|WILLCOCK SUPERANNUATION FUND NO1|30695468417001|Willcock Superannuation Fund No.1|N|2013-07-01|9999-12-31
30700655905|PARIVALE PTY LTD PERSONAL SUPER|30700655905001|Parivale Pty Ltd Personal Superannuation Fund|N|2013-07-01|9999-12-31
30703526513|NEIL BRETT SUPER FUND|30703526513001|Neil Brett Super Fund|N|2013-07-01|9999-12-31
30792605761|CONISTON PRIVATE SUPER FUND|30792605761001|Coniston Private Super Fund|N|2013-07-01|9999-12-31
30811922975|STEVENSON FAMILY SUPER FUND|30811922975001|Stevenson Family Superannuation Fund|N|2013-07-01|9999-12-31
30876361138|D J TRAVERS PRIVATE SUPERANNUATION FUND|30876361138001|D J Travers Private Superannuation Fund|N|2013-07-01|9999-12-31
30994903882|G W AND A J HANCOCK SUPER FUND|30994903882001|G W And A J Hancock Super Fund|N|2013-07-01|9999-12-31
31021848434|B M BILSON PRIVATE SUPER FUND|31021848434001|B M Bilson Private Super Fund|N|2013-07-01|9999-12-31
31060615650|The Trustee for TREBLE SUPERANNUATION FUND|31060615650001|Treble Superannuation Fund|N|2017-05-16|9999-12-31
31091130893|The trustee for Catlow Family Super Fund|31091130893001|Catlow Family Super Fund|N|2013-07-01|9999-12-31
31131234760|THE VINCENT RETIREMENT FUND|31131234760001|The Vincent Retirement Fund|N|2013-07-01|9999-12-31
31193959529|The Trustee for S A FREUND SUPERANNUATION FUND|31193959529001|S A Freund Superannuation Fund|N|2017-09-12|9999-12-31
31354562323|SCHWOBS SWISS BAKERY FUND|31354562323001|Schwobs Swiss Bakery Fund|N|2013-07-01|9999-12-31
31363628118|V F & A M LAL SUPERANNUATION FUND|31363628118001|V F & A M Lal Superannuation Fund|N|2013-07-01|9999-12-31
31374295569|J WARMINGTON PRIVATE SUPERANNUATION FUND|31374295569001|J Warmington Private Superannuation Fund|N|2013-07-01|9999-12-31
31418608051|R G DALY PAPF|31418608051001|R G Daly Papf|N|2013-07-01|9999-12-31
31461092103|KENNETH WILLIAM FRANK CHAMBERS PRIVATE SUPERFUND|31461092103001|Kenneth William Frank Chambers Private Superfund|N|2013-07-01|9999-12-31
31486346510|THE TRUSTEE FOR STELLA & LARRY SUPER FUND|31486346510001|Stella & Larry Super Fund|N|2016-11-07|9999-12-31
31488442110|The Trustee for Patrick Torrens Painting Contractors Super Fund|31488442110001|Patrick Torrens Painting Contractors Super Fund|N|2013-07-01|2019-06-30
31765220670|MEROLA PRIVATE SUPER FUND|31765220670001|Merola Private Super Fund|N|2013-07-01|9999-12-31
31765532595|VICTORIA MATHEWS SUPER FUND|31765532595001|Victoria Mathews Super Fund|N|2013-07-01|9999-12-31
31775799798|THOMAS MILES WILLIS PRIVATE SUPER FUND|31775799798001|Thomas Miles Willis Private Superannuation Fund|N|2013-07-01|9999-12-31
31781994797|CROWESNEST SUPER FUND|31781994797001|Crowesnest Super Fund|N|2013-07-01|9999-12-31
31813691458|P J & E A BETTRIDGE PRIVATE SUPERANNUATION FUND|31813691458001|P J & E A Bettridge Private Superannuation Fund|N|2013-07-01|9999-12-31
31877057456|The Trustee for Michael Cheyne Superannuation Fund|31877057456001|Michael Cheyne Superannuation Fund|N|2013-07-01|9999-12-31
31882589605|PALMETTA SUPER FUND|31882589605001|Palmetta Super Fund|N|2013-07-01|9999-12-31
31899240581|WELLS PRIVATE SUPERANNUATION FUND|31899240581001|Wells Private Superannuation Fund|N|2013-07-01|9999-12-31
31905872547|AUTOMATED POOL PRODUCTS P / L PRIVATE SUPER FUND|31905872547001|Automated Pool Products P / L Private Super Fund|N|2013-07-01|9999-12-31
31937312104|WOOD FAMILY SUPER FUND|31937312104001|Wood Family Super Fund|N|2013-07-01|9999-12-31
31940511625|M A KITTO SUPER FUND|31940511625001|M A Kitto Super Fund|N|2013-07-01|9999-12-31
31954851395|BILL & SELINA GIBSON SUPER FUND|31954851395001|Bill & Selina Gibson Super Fund|N|2013-07-01|9999-12-31
31966938480|Gosney Super Fund|31966938480001|Gosney Super Fund|N|2013-07-01|9999-12-31
31980563986|MR B SUO PRIVATE SUPER FUND|31980563986001|Mr B Suo Private Super Fund|N|2013-07-01|9999-12-31
32033746679|BRT SUPERANNUATION FUND|32033746679001|BRT Superannuation Fund|N|2013-07-01|9999-12-31
32061717292|MJA SUPER FUND|32061717292001|Mja Super Fund|N|2013-07-01|9999-12-31
32108693302|The Trustee for KERRY GOUDGE SUPERANNUATION FUND|32108693302001|Kerry Goudge Superannuation Fund|N|2013-07-01|9999-12-31
32190199049|D P BIERWIRTH PRIVATE ALLOCATED PENSION FUND|32190199049001|D P Bierwirth Private Allocated Pension Fund|N|2013-07-01|9999-12-31
32198744889|BARTH CARTWRIGHT SUPERANNUATION FUND|32198744889001|BARTH CARTWRIGHT SUPERANNUATION FUND|N|2015-09-02|9999-12-31
32208681386|The Trustee for Glenn Alan Cobley Super Fund|32208681386001|Glenn Alan Cobley Super Fund|N|2017-07-18|9999-12-31
32359708338|J & M COOPER CONSULTING SERVICES P / L SUPER FUND|32359708338001|J & M Cooper Consulting Services P / L Super Fund|N|2013-07-01|2019-06-30
32367272075|THE TRUSTEE FOR GROSVENOR PIRIE MASTER SUPERANNUATION FUND SERIES 2|32367272075001|Simple Choice Super|N|2017-08-28|9999-12-31
32367272075|THE TRUSTEE FOR GROSVENOR PIRIE MASTER SUPERANNUATION FUND SERIES 2|32367272075151|Grosvenor Pirie Super|N|2013-07-01|9999-12-31
32367272075|THE TRUSTEE FOR GROSVENOR PIRIE MASTER SUPERANNUATION FUND SERIES 2|32367272075156|Lindfield Superannuation Fund|N|2013-07-01|9999-12-31
32367272075|THE TRUSTEE FOR GROSVENOR PIRIE MASTER SUPERANNUATION FUND SERIES 2|32367272075159|Cruelty Free Super|N|2013-07-01|9999-12-31
32393140548|STARKIE FAMILY SUPER FUND|32393140548001|Starkie Family Super Fund|N|2013-07-01|9999-12-31
32435695815|G I MOORE PRIVATE SUPERANNUATION FUND|32435695815001|G I Moore Private Superannuation Fund|N|2013-07-01|9999-12-31
32448411930|MANILDRA FLOUR MILLS RETIREMENT FUND|32448411930001|Manildra Flour Mills Retirement Fund|Y|2013-07-01|9999-12-31
32557332031|T A & W P COOPER PRIVATE SUPERANNUATION FUND|32557332031001|T A & W P Cooper Private Superannuation Fund|N|2013-07-01|9999-12-31
32582113516|F LELEKOV PRIVATE SUPERANNUATION FUND|32582113516001|F Lelekov Private Superannuation Fund|N|2013-07-01|9999-12-31
32587662740|THE PICKERING SUPERANNUATION FUND|32587662740001|The Pickering Superannuation Fund|N|2013-07-01|9999-12-31
32629569083|BALKIN SUPER FUND|32629569083001|Balkin Super Fund|N|2013-07-01|9999-12-31
32644547560|The trustee for The Lois Parsons Private Superannuation Fund|32644547560001|The Lois Parsons Private Superannuation Fund|N|2013-07-01|9999-12-31
32804573287|SEAPORT HOLDINGS PRIVATE SUPERFUND|32804573287001|Seaport Holdings Private Superfund|N|2013-07-01|9999-12-31
32816084327|MCGUINESS SUPERANNUATION FUND|32816084327001|Mcguiness Superannuation Fund|N|2013-07-01|9999-12-31
32836756116|HEYTESBURY SUPERANNUATION FUND|32836756116001|Heytesbury Superannuation Fund|N|2013-07-01|9999-12-31
32931224407|The Trustee for AMP ELIGIBLE ROLLOVER FUND|AMP0544AU|AMP Eligible Rollover Fund|Y|2013-07-01|9999-12-31
32933528376|P J Marsh Super Fund|32933528376001|P J Marsh Super Fund|N|2013-07-01|9999-12-31
33047140774|The Trustee for MARGARET & GRAINGE COX PERSONAL SUPERANNUATION FUND|33047140774001|Margaret & Grainge Cox Personal Superannuation Fund|N|2013-07-01|9999-12-31
33115035967|ASHLEY SUPER FUND|33115035967001|Ashley Superannuation Fund|N|2013-07-01|9999-12-31
33163523934|PAUL BOWMAN SUPERANNUATION FUND|33163523934001|Paul Bowman Superannuation Fund|N|2013-07-01|9999-12-31
33227241196|The Trustee for UNITED TECHNOLOGIES CORPORATION RETIREMENT PLAN|33227241196001|United Technologies Corporation Retirement Plan|Y|2013-07-01|9999-12-31
33227241196|The Trustee for UNITED TECHNOLOGIES CORPORATION RETIREMENT PLAN|33227241196002|United Technologies Corporation Retirement Plan Pensions|Y|2016-02-19|9999-12-31
33281013824|M E RUSSELL SUPERANNUATION FUND|33281013824001|M E Russell Superannuation Fund|N|2013-07-01|9999-12-31
33315700341|J M & E M DAVIES PRIVATE SUPERANNUATION FUND|33315700341001|J M & E M Davies Private Superannuation Fund|N|2013-07-01|2019-06-30
33405819989|S M PIRGA PRIVATE SUPERANNUATION FUND|33405819989001|S M Pirga Private Superannuation Fund|N|2013-07-01|2019-06-30
33410315797|NICOLSON REGINALD A D|33410315797001|Reginald A D Nicolson Super Fund|N|2013-07-01|9999-12-31
33411021556|THE TRUSTEE FOR TURNBULL SUPERANNUATION FUND|33411021556001|Tunbull Superannuation Fund|N|2016-04-07|9999-12-31
33487085659|SCHMIDT SIGNS PTY LTD SUPER FUND|33487085659001|Schmidt Signs Pty Ltd Superannuation Fund|N|2013-07-01|9999-12-31
33512716699|ANDREW ROY NEWBERY SISSON PERSONAL SUP|33512716699001|Andrew Roy Newbery Sisson Personal Superannuation Fund|N|2013-07-01|9999-12-31
33532481008|LACE PRIVATE SUPERANNUATION FUND|33532481008001|Lace Private Superannuation Fund|N|2013-07-01|9999-12-31
33561152448|D & D SHAVE PRIVATE SUPERANNUATION FUND|33561152448001|D & D Shave Private Superannuation Fund|N|2013-07-01|2019-06-30
33566491515|The Trustee for EVANS SUPERANNUATION FUND|33566491515001|Evans Superannuation Fund|N|2015-11-20|9999-12-31
33621074871|RICHARD TRESILLIAN WALSH PRIVATE SUPERANNUATION FUND|33621074871001|Richard Tresillian Walsh Private Superannuation Fund|N|2013-07-01|9999-12-31
33632838393|The Trustee for ZURICH MASTER SUPERANNUATION FUND|33632838393987|Zurich Master Superannuation Fund|N|2013-07-01|2024-06-01
33682684762|WOOLLARD SUPERANNUATION FUND|33682684762001|Woollard Superannuation Fund|N|2013-07-01|9999-12-31
33697846963|THE BELL SUPERANNUATION FUND|33697846963001|The Bell Superannuation Fund|N|2013-07-01|9999-12-31
33724247174|The Trustee for BDC PENSION FUND|33724247174001|BDC Pension Fund|N|2015-08-18|9999-12-31
33749428988|MIZON FAMILY SUPERANNUATION FUND|33749428988001|Mizon Family Superannuation Fund|N|2014-05-26|9999-12-31
33761363685|THE TRUSTEE FOR ENERGY SUPER|33761363685001|Energy Super|N|2013-07-01|9999-12-31
33761363685|THE TRUSTEE FOR ENERGY SUPER|33761363685002|Energy Super - Income Stream|N|2018-09-24|9999-12-31
33790170817|TIERNAN SUPERANNUATION FUND|33790170817001|Tiernan Superannuation Fund|N|2013-07-01|9999-12-31
33813823017|The Trustee for EQUIPSUPER|33813823017000|EquipSuper|N|2014-10-15|9999-12-31
33813823017|The Trustee for EQUIPSUPER|33813823017799|Equip Pensions|Y|2014-10-15|9999-12-31
33899186606|The Trustee for Hamilton Williams Superannuation Fund|33899186606001|Hamilton Williams Superannuation Fund|N|2013-07-01|9999-12-31
33958090675|EDMONDSON FAMILY SUPER FUND|33958090675001|Edmondson Family Super Fund|N|2013-07-01|9999-12-31
34006530408|G J GUARD PRIVATE SUPERANNUATION FUND|34006530408001|G J Guard Private Superannuation Fund|N|2013-07-01|2019-06-30
34082805662|JBJ SUPERANNUATION FUND|34082805662001|JBJ Superannuation Fund|N|2013-07-01|9999-12-31
34125769034|M & R BURNETT FAMILY SUPER FUND|34125769034001|M & R Burnett Family Super Fund|N|2013-07-01|9999-12-31
34160997467|N J BOND SUPER FUND|34160997467001|N J Bond Super Fund|N|2013-07-01|9999-12-31
34250137352|ALFA PRIVATE ALLOCATED PENSION|34250137352001|Alfa Private Allocated Pension|N|2013-07-01|9999-12-31
34263837271|CLIFT FAMILY SUPERANNUATION FUND|34263837271001|Clift Family Superannuation Fund|N|2013-07-01|9999-12-31
34285942150|SIMAR SUPER FUND|34285942150001|Simar Super Fund|N|2013-07-01|9999-12-31
34300938877|THE TRUSTEE FOR TIDSWELL MASTER SUPERANNUATION PLAN|34300938877001|Division 1|N|2013-07-01|9999-12-31
34300938877|THE TRUSTEE FOR TIDSWELL MASTER SUPERANNUATION PLAN|34300938877002|Executive Choice|N|2013-07-01|9999-12-31
34300938877|THE TRUSTEE FOR TIDSWELL MASTER SUPERANNUATION PLAN|34300938877003|Australian Expatriate Superannuation Fund (AESF)|N|2016-11-24|9999-12-31
34300938877|THE TRUSTEE FOR TIDSWELL MASTER SUPERANNUATION PLAN|34300938877004|Mobisuper|N|2016-11-28|9999-12-31
34300938877|THE TRUSTEE FOR TIDSWELL MASTER SUPERANNUATION PLAN|34300938877005|Spaceship|N|2017-01-09|9999-12-31
34300938877|THE TRUSTEE FOR TIDSWELL MASTER SUPERANNUATION PLAN|34300938877006|Student Super Professional Super|N|2017-12-19|9999-12-31
34300938877|THE TRUSTEE FOR TIDSWELL MASTER SUPERANNUATION PLAN|34300938877007|Superestate|N|2018-02-15|9999-12-31
34300938877|THE TRUSTEE FOR TIDSWELL MASTER SUPERANNUATION PLAN|34300938877008|PPS Mutual|N|2019-03-27|9999-12-31
34365873031|NAN DEVAS PERSONAL SUPER FUND|34365873031001|Thomas Hugh William Devas PSF|N|2013-07-01|9999-12-31
34371579016|T C KENEALLY PRIVATE SUPERANNUATION FUND|34371579016001|T C Keneally Private Superannuation Fund|N|2013-07-01|9999-12-31
34386362855|F & C SUPER FUND|34386362855001|F & C Super Fund|N|2013-07-01|9999-12-31
34419248795|SENIOR PRIVATE SUPERANNUATION FUND|34419248795001|Senior Private Superannuation Fund|N|2013-07-01|9999-12-31
34422545198|THE TRUSTEE FOR MASON STEVENS SUPER|34422545198001|Mason Stevens Super|N|2014-11-18|9999-12-31
34495288313|SANZONE NOMINEES NO3 PTY LTD PRIVATE SUPER FUND|34495288313001|Sanzone Nominees No3 Pty Ltd Private Super Fund|N|2013-07-01|9999-12-31
34569622580|D I DYSON SUPER FUND|34569622580001|D I Dyson Super Fund|N|2013-07-01|9999-12-31
34569830200|FRANKLIN SUPERANNUATION FUND|34569830200001|Franklin Superannuation Fund|N|2013-07-01|9999-12-31
34640754878|D W COLLINS PRIVATE SUPERANNUATION FUND|34640754878001|D W Collins Private Superannuation Fund|N|2013-07-01|2019-06-30
34652001885|GC LITHGO PRIVATE SUPERANNUATION FUND|34652001885001|GC Lithgo Private Superannuation Fund|N|2013-07-01|9999-12-31
34680703091|RUDY & SHEILA VAN DE LOOP PRIVATE SUPER FUND|34680703091001|Rudy & Sheila Van De Loop Private Super Fund|N|2013-07-01|9999-12-31
34750276679|ITOCHU AUSTRALIA SUPERANNUATION PLAN|34750276679001|Itochu Australia Superannuation Plan|N|2014-10-30|9999-12-31
34759096900|G L Stone Private Superannuation Fund|34759096900001|G L Stone Private Superannuation Fund|N|2013-07-01|2019-06-30
34930676375|DARYL DUNKLEY SUPERANNUATION FUND|34930676375001|Daryl Dunkley Superannuation Fund|N|2013-07-01|9999-12-31
34945064373|THE TRUSTEE FOR W A EVANS PRIVATE SUPER FUND|34945064373001|W A Evans Private Super Fund|N|2014-12-02|9999-12-31
34982984313|THE PARAGON SUPERANNUATION FUND|34982984313001|The Paragon Superannuation Fund|Y|2014-01-01|9999-12-31
34996552461|J A AUSTEN SUPER FUND|34996552461001|J A Austen Super Fund|N|2013-07-01|9999-12-31
35116909140|ROBERT ATKINSON SUPERANNUATION FUND|35116909140001|Robert Atkinson Superannuation Fund|N|2013-07-01|9999-12-31
35125133679|G W COURT PRIVATE SUPERANNUATION FUND|35125133679001|G W Court Private Superannuation Fund|N|2013-07-01|9999-12-31
35131946692|HOLMSEN SUPERANNUATION FUND|35131946692001|Holmsen Superannuation Fund|N|2013-07-01|9999-12-31
35178359309|R & S M JUHANI PRIVATE PENSION FUND|35178359309001|R & S M Juhani Private Pension Fund|N|2013-07-01|2019-06-30
35248076678|A DANIELS PRIVATE SUPERANNUATION FUND|35248076678001|A Daniels Private Superannuation Fund|N|2013-07-01|2019-06-30
35290017307|THE G J & V M FIELDING SUPER FUND|35290017307001|The G J & V M Fielding Super Fund|N|2013-07-01|9999-12-31
35295453395|MARGARET MCKINNON PRIVATE SUPER FUND|35295453395001|Margaret McKinnon Private Super Fund|N|2013-07-01|9999-12-31
35314352849|J W BURT PRIVATE PENSION FUND|35314352849001|J W Burt Private Pension Fund|N|2013-07-01|9999-12-31
35316161466|BERGIN FAMILY SUPERANNUATION FUND|35316161466001|Bergin Family Superannuation Fund|N|2013-07-01|9999-12-31
35320658872|G D & J FELTHAM PRIVATE SUPERANNUATION FUND|35320658872001|G D & J Feltham Private Superannuation Fund|N|2013-07-01|9999-12-31
35469079255|THE LARRY MANNO PRIVATE SUPERANNUATION FUND|35469079255001|The Larry Manno Private Superannuation Fund|N|2013-07-01|9999-12-31
35563855799|The Trustee for Nixon Family Super Fund|35563855799001|Nixon Family Super Fund|N|2015-03-23|9999-12-31
35632351312|MAHONEY ALAN W PERSONAL SUPER FUND|35632351312001|Alan W Mahoney Personal Superannuation Fund|N|2013-07-01|9999-12-31
35652714026|NOELLE GRAUSSER SUPER FUND|35652714026001|Noelle Grausser Super Fund|N|2013-07-01|9999-12-31
35662699867|The Trustee for Eagle Pass Provident and Growth Fund|35662699867001|Eagle Pass Provident and Growth Fund|N|2013-08-26|9999-12-31
35664759665|OWENS FAMILY PRIVATE SUPER FUND|35664759665001|Owens Family Private Super Fund|N|2013-07-01|9999-12-31
35689220294|The Trustee for New Start Superannuation Fund|35689220294001|NEW START SUPERANNUATION FUND|N|2014-02-10|9999-12-31
35765411475|The Trustee for R A Snedden Superannuation Fund|35765411475001|R A Sneddon Superannuation Fund|N|2014-05-23|9999-12-31
35829057722|CHRIS OLDFIELD SUPERANNUATION FUND|35829057722001|Chris Oldfield Superannuation Fund|N|2013-07-01|9999-12-31
35860081041|CHILD SUPER FUND|35860081041001|Child Private Super Fund|N|2013-07-01|9999-12-31
35923352004|FARGOES SUPERANNUATION FUND|35923352004001|Fargoes Superannuation Fund|N|2018-07-26|9999-12-31
35925463792|R G & R EDWARDS SUPER FUND|35925463792001|R G & R Edwards Super Fund|N|2013-07-01|9999-12-31
35930949274|LINGE SUPER FUND|35930949274001|Linge Super Fund|N|2013-07-01|2019-06-30
36110543796|THE TRUSTEE FOR PALANDRI SUPER FUND|36110543796001|Palandri Super Fund|N|2017-08-21|9999-12-31
36115062268|The Trustee for Jade Rooks Superannuation Fund|36115062268001|Jade Rooks Superannuation Fund|N|2013-07-01|9999-12-31
36254101582|HELEN HOSKINS SUPER FUND|36254101582001|Helen Hoskins Super Fund|N|2013-07-01|9999-12-31
36316060507|SPICE FAMILY SUPERANNUATION FUND|36316060507001|Spice Family Superannuation Fund|N|2018-07-11|9999-12-31
36348723174|THE LE CLERC FAMILY SUPER FUND|36348723174001|The Le Clerc Family Super Fund|N|2013-07-01|2019-06-30
36369876939|The Trustee for WESTPAC PERSONAL SUPERANNUATION FUND|36369876939005|Westpac Simple Super|N|2013-07-01|9999-12-31
36369876939|The Trustee for WESTPAC PERSONAL SUPERANNUATION FUND|36369876939008|Term Life as Superannuation|N|2013-07-01|9999-12-31
36369876939|The Trustee for WESTPAC PERSONAL SUPERANNUATION FUND|WFS0338AU|Westpac Personal Superannuation Fund|N|2013-07-05|9999-12-31
36369876939|The Trustee for WESTPAC PERSONAL SUPERANNUATION FUND|WFS0339AU|Westpac Personal Superannuation Investment Fund|N|2013-07-01|9999-12-31
36420598432|The Trustee for Karen Lambert Superannuation Fund|36420598432001|Karen Lambert Superannuation Fund|N|2013-07-01|9999-12-31
36479183966|D J SANDS PRIVATE SUPERANNUATION FUND|36479183966001|D J Sands Private Superannuation Fund|N|2013-07-01|9999-12-31
36483399854|A M BARNETT PRIVATE SUPERANNUATION FUND|36483399854001|A M Barnett Private Superannuation Fund|N|2013-07-01|9999-12-31
36504758997|JAUFFRET PRIVATE SUPER FUND|36504758997001|Jauffret Private Super Fund|N|2013-07-01|9999-12-31
36510638313|C VAN DE VELDE PRIVATE SUPERANNAUTION FUND|36510638313001|C Van De Velde Private Superannaution Fund|N|2013-07-01|9999-12-31
36641931915|WILSON FAMILY SUPERANNUATION FUND|36641931915001|Wilson Family Superannuation Fund|N|2013-07-01|9999-12-31
36644753836|COE FAMILY SUPERANNUATION FUND|36644753836001|Coe Family Super Fund|N|2016-02-24|9999-12-31
36648654677|GEORGE MAGRIPLIS SUPER FUND|36648654677001|George Magriplis Super Fund|N|2013-07-01|2019-06-30
36716615373|SYLVIA JAMIESON SUPER FUND|36716615373001|Sylvia Jamieson Super Fund|N|2013-07-01|9999-12-31
36828703184|RICE FAMILY SUPER FUND|36828703184001|Rice Family Super Fund|N|2013-07-01|9999-12-31
36831679269|DOUGLAS MCDONALD SUPER FUND|36831679269001|Douglas McDonald Superannuation Fund|N|2013-07-01|9999-12-31
36854542120|cocker superannuation fund|36854542120001|Cocker Superannuation Fund|N|2013-07-01|9999-12-31
36931690602|THE CRAIG PENSION FUND|36931690602001|The Craig Pension Fund|N|2013-07-01|9999-12-31
36953794454|The Trustee for Northern Territory Supreme Court Judges Pensions Scheme|36953794454001|Northern Territory Supreme Court Judges Pensions Scheme|Y|2018-06-29|9999-12-31
36961477455|D J & C E DING PRIVATE SUPERANNUATION FUND|36961477455001|D J & C E Ding Private Superannuation Fund|N|2013-07-01|9999-12-31
37008708123|G D MOWDAY P S F|37008708123001|G D Mowday P S F|N|2013-07-01|2019-06-30
37024873660|THE VICTORIAN INDEPENDENT SCHOOLS SUPERANNUATION FUND|37024873660000|The Victorian Independent Schools Superannuation Fund|N|2013-07-01|9999-12-31
37024873660|THE VICTORIAN INDEPENDENT SCHOOLS SUPERANNUATION FUND|37024873660001|The Victorian Independent Schools Superannuation Fund Pension|Y|2016-03-10|9999-12-31
37260878025|The Trustee for THE WOOLLARD SUPERANNUATION FUND|37260878025001|The Woollard Superannuation Fund|N|2019-04-30|9999-12-31
37353039814|ROBERT FRANCIS HARRISON PRIVATE SUPERANNUATION FUND|37353039814001|Robert Francis Harrison Private Superannuation Fund|N|2013-07-01|9999-12-31
37364598660|HANKINS SUPERANNUATION FUND|37364598660001|Hankins Superannuation Fund|N|2013-07-01|9999-12-31
37378492428|Allan David Roe Pension Fund|37378492428001|Allan David Roe Pension Fund|N|2013-07-01|9999-12-31
37423618516|Fernandes Superannuation Fund|37423618516001|Fernandes Superannuation Fund|N|2013-07-01|9999-12-31
37424435725|STRATHPOINT SUPERANNUATION FUND|37424435725001|Strathpoint Superannuation Fund|N|2013-07-01|9999-12-31
37453449207|SHARYN BERRY PRIVATE SUPERANNUATION FUND|37453449207001|Sharyn Berry Private Superannuation Fund|N|2013-07-01|9999-12-31
37519822530|The Trustee for Gearin Superannuation Fund|37519822530001|Gearin Superannuation Fund|N|2013-07-01|9999-12-31
37550417504|LESTER M WAUGH PRIVATE SUPERANNUATION FUND|37550417504001|Lester M Waugh Private Superannuation Fund|N|2013-07-01|9999-12-31
37556639567|The Trustee for J R Puckeridge Pension Account|37556639567001|J R Puckeridge Pension Account|N|2013-07-01|9999-12-31
37573201201|ROSS MEAKINS PRIVATE SUPERANNUATION FUND|37573201201001|Ross Meakins Private Superannuation Fund|N|2013-07-01|9999-12-31
37627236084|The Trustee for H. Stegenga Private Super Fund|37627236084001|H Stenenga Private Super Fund|N|2016-03-22|2019-06-30
37688659059|The Trustee for PHILLIP S LOGAN SUPERANNUATION FUND|37688659059001|Phillip S Logan Private Adf|N|2013-07-01|9999-12-31
37762706020|Murphy Superannuation Fund|37762706020001|Murphy Superannuation Fund|N|2013-07-01|9999-12-31
37778515394|J D PATERSON SUPERANNUATION FUND|37778515394001|J D Paterson Superannuation Fund|N|2013-07-01|9999-12-31
37943694612|RUTH MCDONALD RETIREMENT FUND|37943694612001|Ruth Mcdonald Retirement Fund|N|2013-07-01|9999-12-31
38024193798|MURRAY WILKINSON & ASSOCIATES P / L|38024193798001|Murray Wilkinson & Associates P / L|N|2013-07-01|9999-12-31
